scope,key,n_events,duration_s,gpu_j,cpu_j,dram_j
question,WebQTest-1875_c932aa6e6365aa759f5d0f8da236643c,11,6.739,2169.70,0.00,0.00
question,WebQTest-1875_de57960e299fa018454749173f222521,46,26.092,7721.66,0.00,0.00
question,WebQTest-1875_de764c65ac3c6a870a407dd9cafd0dc9,9,4.683,1709.56,0.00,0.00
question,WebQTest-1875_f978435827c7e85a6632a72eea403599,11,6.805,2288.75,0.00,0.00
question,WebQTest-191_08ecfcbddc629f13c14ff545f0d1887c,50,22.610,8183.50,0.00,0.00
question,WebQTest-191_1ca9a284fcd2c17f453b0fb590e8223f,88,23.619,7054.00,0.00,0.00
question,WebQTest-191_30c201da8897cc489095d1387a94fc49,38,17.109,4887.14,0.00,0.00
question,WebQTest-191_4bffd309f29d10e4947a82851bf0cee4,10,4.547,1466.06,0.00,0.00
question,WebQTest-191_4d9722501d3e2a93d5712c284e7ca28c,30,12.223,4427.68,0.00,0.00
question,WebQTest-191_8a1fccf30425911dc5408488ef6c2fce,16,10.910,2626.65,0.00,0.00
question,WebQTest-191_8dbd5c1dca7b38c3c03ea55c7c4ae37e,31,11.342,4034.34,0.00,0.00
question,WebQTest-191_96b0f1482d4daea0b00068e975191107,10,4.566,1648.68,0.00,0.00
question,WebQTest-191_c6a356c1033c0023ce7c1a8742cbdfdb,78,30.273,9564.22,0.00,0.00
question,WebQTest-191_ed2cadafdbc0ac07e3fedfdfc504e54b,10,4.984,1759.53,0.00,0.00
question,WebQTest-191_ff568780c076e11c54be8c6879cd8f42,10,4.434,1622.36,0.00,0.00
question,WebQTest-1923_037ebc0e903ab6eb5ef8ce44ecd3bd64,2235,53.662,12552.79,0.00,0.00
question,WebQTest-1923_0c696fc38674c1c6970589fc7e965514,15,7.411,2478.21,0.00,0.00
question,WebQTest-1923_13c5971b994f9668a976097742edbd7e,10,5.278,1728.31,0.00,0.00
question,WebQTest-1923_145c7924fc7273c7fffdc9db50d14e9f,10,4.920,1579.74,0.00,0.00
question,WebQTest-1923_1bc85cf9eab0a0714557180ac27e91a2,10,4.524,1645.30,0.00,0.00
question,WebQTest-1923_275dfbe10c911cf65dff84afb1c5ede2,17,7.321,2586.13,0.00,0.00
question,WebQTest-1923_29c81279ed9a982e12f82e764083db76,30,13.831,4688.15,0.00,0.00
question,WebQTest-1923_29fb4dfe0b8a966ca93fbd19bbc13e70,10,7.985,1612.73,0.00,0.00
question,WebQTest-1923_29ffc855d3365362b98ce3dfcd0620f3,9,5.551,1812.09,0.00,0.00
question,WebQTest-1923_2b96f6e202478fca7d25741f566bc838,4,1.912,669.25,0.00,0.00
question,WebQTest-1923_2c5591f1dbe7402405004d7a0836dd3b,9,6.627,2114.86,0.00,0.00
question,WebQTest-1923_2d077323191d349225d8f3719925c777,3065,43.574,10954.77,0.00,0.00
question,WebQTest-1923_3880513ebfb262c4f6e8c1d594b2119b,100,33.233,9945.20,0.00,0.00
question,WebQTest-1923_3a1e40012cd97b3958f73260381bcf7a,24,13.861,4325.56,0.00,0.00
question,WebQTest-1923_3c03b909720b25c49766ef76b682c08c,21,10.282,3383.31,0.00,0.00
question,WebQTest-1923_3c662be721b9c2107f0dd05ba38cf729,34,13.369,4871.31,0.00,0.00
question,WebQTest-1923_3dac7aa955af6ee2ede38f6d42711a00,10,8.423,2748.37,0.00,0.00
question,WebQTest-1923_3e5432e80a9f372f1a2a45700663bb79,11,6.020,2248.96,0.00,0.00
question,WebQTest-1923_44adab808bc1863fab0f07e6556afd67,16,7.114,2600.74,0.00,0.00
question,WebQTest-1923_45a71163e7876e1ca8b7c88e38999705,10,4.666,1542.88,0.00,0.00
question,WebQTest-1923_4d48de3af54d019aaf2c6aa4b2f4bc38,10,4.395,1615.15,0.00,0.00
question,WebQTest-1923_4dc293c98f6d58868f7b2d33a7e06f2e,7,3.687,1350.15,0.00,0.00
question,WebQTest-1923_4e9c47a2fdd065e939fe0da5b782f120,58,22.451,8118.85,0.00,0.00
question,WebQTest-1923_53fa50559ec52976eb1f02fc6bd5ae76,57,27.491,7603.99,0.00,0.00
question,WebQTest-1923_5584d7ea5e4b9f2391d1610bcc5f75fb,47,9.444,3391.56,0.00,0.00
question,WebQTest-1923_56dc02cf3fb847624a6d57b0770fbece,15,7.913,2540.47,0.00,0.00
question,WebQTest-1923_5f5da3e1d4ca7df9f19ce3fdfc5790e2,63,31.467,9371.95,0.00,0.00
question,WebQTest-1923_60c98dd577b89e982f0432c395e26743,65,27.790,9089.91,0.00,0.00
question,WebQTest-1923_6e71a8eb704965b96627c6f166a3ead1,36,19.768,5935.18,0.00,0.00
question,WebQTest-1923_7084416ab9f72f1f1f8fc3ce7871ee4a,10,4.804,1552.80,0.00,0.00
question,WebQTest-1923_7fda21e9bd5453a67c7f1b983b955114,29,15.501,5196.38,0.00,0.00
question,WebQTest-1923_80a0782bf3bf28bbd2cbd5898d2861c2,16,8.022,2611.51,0.00,0.00
question,WebQTest-1923_89a6b4415493addb207777d2954c950b,16,13.214,3553.65,0.00,0.00
question,WebQTest-1923_91eacf72fca0a69ece4c0fd2fc1f4ce0,10,4.158,1529.58,0.00,0.00
question,WebQTest-1923_93e2fc83e55c4e0deaa4671a531ca523,10,5.705,1845.18,0.00,0.00
question,WebQTest-1923_963f10fbb72072fc718bd8cc3e0ec12d,10,4.712,1719.48,0.00,0.00
question,WebQTest-1923_9f99414d3ce60034d1c914055cf439b7,60,27.013,8843.37,0.00,0.00
question,WebQTest-1923_a5c10763224e9d1b176ceada6e84c464,506,18.740,5060.75,0.00,0.00
question,WebQTest-1923_a64ef0f5ce397a5e1ef6fcd550ebfcfb,34,14.735,5204.53,0.00,0.00
question,WebQTest-1923_a7abdbe618ef44903e64ee38215d14ac,7,5.397,1768.17,0.00,0.00
question,WebQTest-1923_a90c08a839ac4d0ac22ebbf436bb578b,10,4.556,1660.16,0.00,0.00
question,WebQTest-1923_ad1e42ed584cf40d168b6ed4676158c0,17,7.958,2934.15,0.00,0.00
question,WebQTest-1923_af65fd059bfafea614fc158d24fe4509,16,7.377,2726.42,0.00,0.00
question,WebQTest-1923_b10bde702bb6c68ce3cdced85d5aff02,50,20.422,6404.75,0.00,0.00
question,WebQTest-1923_b334680be49fdad4b0586ace76cb91c5,4,10.830,3524.93,0.00,0.00
question,WebQTest-1923_bfd1c0770085dad4d2c23a21593c3738,10,5.358,1723.01,0.00,0.00
question,WebQTest-1923_c606d81a0b9a8fe9f1a8a17239ebe8e2,19,10.589,3434.90,0.00,0.00
question,WebQTest-1923_c6ade030fef329e1ed98d55f02488885,4,1.967,739.59,0.00,0.00
question,WebQTest-1923_c75631b641b48d193713751a4ec68699,16,7.780,2505.49,0.00,0.00
question,WebQTest-1923_c7d66eb79bfe629693518f6f70cb04ab,16,9.043,2946.33,0.00,0.00
question,WebQTest-1923_d21baa85614e41d6f4bd2cde1b90e8ad,352,22.751,6703.25,0.00,0.00
question,WebQTest-1923_d2a47301538ff61eb47d97dcd2b65863,12,7.279,2362.83,0.00,0.00
question,WebQTest-1923_d64fd535c1d2db83011eeb1ac4557716,40,21.353,6343.09,0.00,0.00
question,WebQTest-1923_d745069235738a857658a6095eb79ab7,154,28.696,9100.08,0.00,0.00
question,WebQTest-1923_dee4b5d50db015ba91d5f2aeeb876f27,61,25.752,9312.23,0.00,0.00
question,WebQTest-1923_e11655219d44e3762e0510f2bde1c077,126,13.650,3719.27,0.00,0.00
question,WebQTest-1923_e28bbb9313b4cb679ad8a3bd535efe40,10,6.495,2022.34,0.00,0.00
question,WebQTest-1923_eaeaff16b51e52669edc90501a373c61,81,14.907,5035.82,0.00,0.00
question,WebQTest-1923_ed3a18cb79e33b1c2a13d67593ed189c,12,5.294,1932.82,0.00,0.00
question,WebQTest-1923_f61568ed06e8ed92e68deb8a5ddfb717,1240,47.679,12504.62,0.00,0.00
question,WebQTest-1941_47cd6842734bd753b0b5e8c75a8d5bf0,22,10.018,3617.48,0.00,0.00
question,WebQTest-1941_4ccdeac69c947afd15a0b301091498c0,16,7.556,2748.98,0.00,0.00
question,WebQTest-1941_6ed17cf93677d92f2fcd2df541fa96b3,10,6.224,2018.78,0.00,0.00
question,WebQTest-1941_a20823840ed586d363d240f035da3434,44,23.165,7321.73,0.00,0.00
question,WebQTest-1941_cb21e01db360ce345ff98f5f2ac4b3e8,11,6.267,2286.03,0.00,0.00
question,WebQTest-1941_e30e234d3055e7c20ad20d1562018910,11,6.671,2189.30,0.00,0.00
question,WebQTest-1941_eaeb39a0db717338715a044a8175bd9a,10,5.122,1886.05,0.00,0.00
question,WebQTest-1941_ec0e8589cffeb3721b09bd2a5f042e63,43,20.558,7565.43,0.00,0.00
question,WebQTest-1965_9e6bd21078dda6eb716d7fd318762f27,61,19.091,6831.53,0.00,0.00
question,WebQTest-1965_b3a2ccc81ab934c7f836221d51e151f5,10,4.213,1519.46,0.00,0.00
question,WebQTest-1965_b7c82cd0420f9f1934037e1625db4685,14,3.846,1350.73,0.00,0.00
question,WebQTest-1965_d036b9a1fa5487026c5889a4bcce289c,44,17.930,5992.34,0.00,0.00
question,WebQTest-1965_da82edbcfa689cfcdbb1382bab1bcb03,20,8.162,2916.05,0.00,0.00
question,WebQTest-1965_de1aeafb354b0cc40a64b7579efade3e,10,8.229,1678.89,0.00,0.00
question,WebQTest-1965_fb736bb9923b467c976b7e2b3a3aacac,290,19.399,6225.77,0.00,0.00
question,WebQTest-212_01600f3a537521fc645c5891772d0e75,4,2.709,977.90,0.00,0.00
question,WebQTest-212_0415f406246ee6468d7eb40867780498,72,31.744,9934.00,0.00,0.00
question,WebQTest-212_3c65a82425ff4488504b53ba502d0eb7,20,9.408,3296.39,0.00,0.00
question,WebQTest-212_44cf19ced1757aa759b0cf200a332022,326,52.400,16934.43,0.00,0.00
question,WebQTest-212_4678a3ae0399fc03eec69ec26c6c9f3f,74,37.869,12002.26,0.00,0.00
question,WebQTest-212_605dbc84e7cc509e9dacf0b5f3e06301,137,72.930,24066.45,0.00,0.00
question,WebQTest-212_658c3010a12e95ddde9dbfa9877a7fb7,49,24.342,7771.04,0.00,0.00
question,WebQTest-212_7905d5d52ac1a17f68996d4a2245e682,174,81.176,26558.16,0.00,0.00
question,WebQTest-212_828b79d960f806ea9d291b87184103cd,123,58.798,19056.75,0.00,0.00
question,WebQTest-212_8971e9e4ad88e66f9205818ad99eea73,63,27.570,8509.03,0.00,0.00
question,WebQTest-212_8fc460cf564c16a47877b92a7c156528,57,28.061,8648.29,0.00,0.00
question,WebQTest-212_a5e3e004e8a3ba709d16682f32e12f2f,178,71.228,23346.46,0.00,0.00
question,WebQTest-212_ad6c1696e1a8f74cb595b7febc03c00b,225,19.154,6921.31,0.00,0.00
question,WebQTest-212_cdbbe459139ec1ce1e11542a71babd38,86,42.177,13982.74,0.00,0.00
question,WebQTest-212_d5309c79dc99d1d829805d88dd254553,188,38.173,12586.27,0.00,0.00
question,WebQTest-212_d7d303efc1f901f14e6aae2bb469743c,6,3.307,1177.61,0.00,0.00
question,WebQTest-212_fe5563450d6a99dc34e68733a217ec5a,122,66.881,22508.47,0.00,0.00
question,WebQTest-213_024fd6ca0b4cb30927c22e93a552ae6c,15,6.562,2288.39,0.00,0.00
question,WebQTest-213_044320b87059a1cd4aacb661d9c6512a,95,15.115,4802.55,0.00,0.00
question,WebQTest-213_05bdda30187b7cfb104ec6e7d5ecec6a,29,12.542,4574.60,0.00,0.00
question,WebQTest-213_0739c226a0ca72de240018da832e1221,201,31.447,8947.07,0.00,0.00
question,WebQTest-213_1bb5d148e28985730d4603ae86c12405,175,18.771,5533.38,0.00,0.00
question,WebQTest-213_1fa1dc861b1ec44e91e674d148326098,10,3.468,1434.57,0.00,0.00
question,WebQTest-213_2c4862f486291f7fae3f1a0a19e5dc4d,8,3.455,1128.08,0.00,0.00
question,WebQTest-213_332c010f25e492ce2628408891e5f69c,30,16.022,4463.70,0.00,0.00
question,WebQTest-213_3ec496c94ff4f83167e7d83479fa7082,404,18.221,5592.01,0.00,0.00
question,WebQTest-213_4206ac0a907076be177d272525fdbe68,13,4.923,1762.37,0.00,0.00
question,WebQTest-213_4d64427814a804819d7bd73a4187dbe2,955,27.371,7801.74,0.00,0.00
question,WebQTest-213_4eb3e7558badc841db25b30e7988d917,437,25.906,8168.72,0.00,0.00
question,WebQTest-213_574a8a152e35c2b935edf71c8a0f0028,68,32.341,10102.15,0.00,0.00
question,WebQTest-213_61470af8a9614ece5ab9ba4f59f3c427,10,4.977,1616.92,0.00,0.00
question,WebQTest-213_61516138603e1aae7ee58e812cc4a2d1,56,21.608,5944.90,0.00,0.00
question,WebQTest-213_69ead5f11f920334fa972ca0d1fffc2a,52,13.429,4555.90,0.00,0.00
question,WebQTest-213_71621b15ae9777fca8c1becaa188a3bb,267,28.533,9073.01,0.00,0.00
question,WebQTest-213_7debc6a8247700de6db4ac7b0f4cc0e1,10,5.397,1731.10,0.00,0.00
question,WebQTest-213_7f3bd401a2fe034b67eb41db6a3801b2,29,18.779,4433.05,0.00,0.00
question,WebQTest-213_869cd2b4440032a775e3b845188ec16a,10,5.010,1800.80,0.00,0.00
question,WebQTest-213_87ffe7c3404a14f726cc54ae6d6a6057,4,2.002,741.81,0.00,0.00
question,WebQTest-213_899618ed986b504e3b952eacca7ebb0d,7,4.259,1380.26,0.00,0.00
question,WebQTest-213_92d687ae5c1095b83ae11c771ed0f41b,478,31.190,9343.64,0.00,0.00
question,WebQTest-213_9805ec83ee6507fdc5345f06abe4417c,35,16.168,5302.71,0.00,0.00
question,WebQTest-213_a2c4770244997a8496e0b8489aa442a9,10,4.424,1660.75,0.00,0.00
question,WebQTest-213_a301052c4da71e75def5ad8b69f9b06c,22,13.293,3524.79,0.00,0.00
question,WebQTest-213_a384dcda565428453fba2e776f242983,62,18.323,6115.76,0.00,0.00
question,WebQTest-213_c7cb58be290da29ab28bc4366b2f9068,10,5.717,1809.05,0.00,0.00
question,WebQTest-213_cbbd86314870b15371b43439eb40587a,10,5.876,1862.98,0.00,0.00
question,WebQTest-213_d9993d3e6f665d0c937cf7c0209ff9f8,26,7.633,2727.12,0.00,0.00
question,WebQTest-213_e8bb0c0bb8606f69379d8f300258b1c1,10,4.641,1684.33,0.00,0.00
question,WebQTest-213_f063138e1c76517340f69d9b9181ea63,80,21.595,6745.85,0.00,0.00
question,WebQTest-213_facc2f7bae94c21d7ada586512f36c67,166,22.238,7819.14,0.00,0.00
question,WebQTest-217_29d667144c10743ecdb31fccce932cdd,6,4.267,1494.25,0.00,0.00
question,WebQTest-302_139cc3d497bad703a6253a51b39f0edc,24,15.213,4156.11,0.00,0.00
question,WebQTest-302_5e43a21c08076aabc07f1a6fd6ae6bb9,11,6.025,1949.50,0.00,0.00
question,WebQTest-302_88f3f649eed28a53b8a5479dc2c98cb1,10,5.675,1863.89,0.00,0.00
question,WebQTest-302_f051fbe657aaa023d74839c8e8029bef,16,10.611,2514.76,0.00,0.00
question,WebQTest-361_313ad5665508312b968492895147f134,6,5.274,1761.95,0.00,0.00
question,WebQTest-361_34001b58f07830a1b3a617319d0f84ed,4,2.086,672.69,0.00,0.00
question,WebQTest-361_5f8c05737061d5501b6a23a978b5589b,7,3.849,1341.19,0.00,0.00
question,WebQTest-361_696a68cf3cd49341ba9a2ad99b6a9e59,6,3.362,1098.33,0.00,0.00
question,WebQTest-361_89e48a343537ccd0148b822f63519c99,37,22.218,6669.75,0.00,0.00
question,WebQTest-361_9a6514e92141770cd4fc2592c7768e4b,29,14.036,4789.67,0.00,0.00
question,WebQTest-361_9e185c7877a287a7b24655f489b63f8f,8,3.947,1305.66,0.00,0.00
question,WebQTest-361_b1426475b6ec63f8791b73f885926e4d,45,19.240,6411.51,0.00,0.00
question,WebQTest-361_c219901b4ceceb5afaad52d0e3cf11f2,5,2.293,850.76,0.00,0.00
question,WebQTest-361_c4a62b0d37183dfdd1ca06ad4dfafcf5,12,6.919,2500.34,0.00,0.00
question,WebQTest-361_c664e297619f8a7dc8871122708ef50e,40,25.053,7910.69,0.00,0.00
question,WebQTest-361_d4b7b091dfd540b6b8efcab6634968d1,12,5.774,2070.85,0.00,0.00
question,WebQTest-361_d8fad671b4d18d88f6874e5d53c61de6,71,36.490,11965.06,0.00,0.00
question,WebQTest-361_d8fb92e9cd8d21e59eb5a6bcacc7dd7e,5,5.449,1803.30,0.00,0.00
question,WebQTest-361_e24533e28da40db99eb4b25773f9d38f,48,25.098,7614.04,0.00,0.00
question,WebQTest-361_ea09afeb5a95dce3146077f968ff11f9,101,39.003,12413.68,0.00,0.00
question,WebQTest-361_ff0e96a2a8609cf4292d6fe677f86dbe,54,27.018,8461.32,0.00,0.00
question,WebQTest-366_17dce559f069bbd76f045192423e1ce0,63,16.399,5858.83,0.00,0.00
question,WebQTest-366_1d033cab9df7d8537c3ecd0da84d0be4,20,10.148,3834.18,0.00,0.00
question,WebQTest-366_58e9566abd822ef6687a4e1a0a22926c,28,19.122,5707.75,0.00,0.00
question,WebQTest-366_e720f6c51fa9762bbf53cde50a3a8542,6,3.246,1214.97,0.00,0.00
question,WebQTest-375_3a9a869538584999b9670edcd9773dab,31,12.443,4483.30,0.00,0.00
question,WebQTest-375_b8060d6e1816ccb57ca59bc73166b912,11,6.183,2076.68,0.00,0.00
question,WebQTest-375_b9c59f54eef5d5d0b700b4f6d85ef011,84,43.377,14025.14,0.00,0.00
question,WebQTest-375_e1454c8b479000f97c25ee372d747347,11,9.248,2064.32,0.00,0.00
question,WebQTest-389_0380511448f25dcf175b810016dc9ce5,18,9.709,3699.55,0.00,0.00
question,WebQTest-389_0418d3a7dafa31d4a8c99233f8b93fc2,99,38.423,12804.72,0.00,0.00
question,WebQTest-389_2692754d655c369536a0612d36a4b5b8,46,24.331,8184.00,0.00,0.00
question,WebQTest-389_27f6987805010183edbeba6b91a3cafd,43,15.974,5176.94,0.00,0.00
question,WebQTest-389_42fff2f2dd0c31776022e06173e42b3c,16,8.209,2665.71,0.00,0.00
question,WebQTest-389_458b1d71d51b6cabc3666c123b19f0f9,217,53.428,16758.94,0.00,0.00
question,WebQTest-389_4f3ec45f5837cea5be1e43247b68086a,11,6.248,2047.81,0.00,0.00
question,WebQTest-389_544dcbf5d728f23ac97aa05f025a646a,15,9.545,3623.46,0.00,0.00
question,WebQTest-389_6f77f1ef356ca56bf9b3b3e8fa165e27,249,12.371,4257.75,0.00,0.00
question,WebQTest-389_8e4493d6743d642d9cad2bbfd2f0be6d,22,14.146,4653.36,0.00,0.00
question,WebQTest-389_b58a80f073ce333ff592cf88024eb191,38,18.231,5905.97,0.00,0.00
question,WebQTest-397_0b3a8b0643fac530a078012a025201fa,69,41.664,11587.19,0.00,0.00
question,WebQTest-397_5eead5a3fc202e4ac08be7cfe170e040,17,7.655,2421.79,0.00,0.00
question,WebQTest-397_6a55c4db008678557d668691ba885210,16,7.164,2325.28,0.00,0.00
question,WebQTest-397_6a82d6252604de26338b33025b2a160a,17,6.783,2414.90,0.00,0.00
question,WebQTest-397_c7ee26d5c3f80107d7ae5fede489209a,1082,33.049,7963.94,0.00,0.00
question,WebQTest-397_ef7c0ef1f2f2ee145c3e9fa70b47ab7d,54,27.655,8013.36,0.00,0.00
question,WebQTest-43_6988da193226944bb48ca59b2115a2b6,6,2.071,733.64,0.00,0.00
question,WebQTest-43_a29af73bf225f568206dcf810358236f,12,5.263,1730.77,0.00,0.00
question,WebQTest-450_07edd14553f17dc05a22e17b89d8e28b,29,9.655,3514.65,0.00,0.00
question,WebQTest-450_2ed540621cbcd0bcda8774699532cf98,23,9.508,3367.59,0.00,0.00
question,WebQTest-450_32407709a2c3bb1902f55d63756250a4,6,3.260,1126.32,0.00,0.00
question,WebQTest-450_3eb90d65b82703c8f7fb0496baa80ce7,29,17.606,5884.73,0.00,0.00
question,WebQTest-450_4b78ad6803335c5b6f1e67c69848cdca,6,2.863,1029.77,0.00,0.00
question,WebQTest-450_5839e7f421b1c7dec152856912c23c6f,10,5.012,1617.46,0.00,0.00
question,WebQTest-450_5fc1f8bfcdc0eb7f09c9d976ed42f1c4,6,3.474,1056.68,0.00,0.00
question,WebQTest-450_8928d9663aabbda9525d0b8cbf2e3e39,61,28.529,9483.34,0.00,0.00
question,WebQTest-450_a4ad30a5109413d4d5caa12459f7028e,24,11.289,3705.40,0.00,0.00
question,WebQTest-450_aa46b5c3f817142c19f990881289b352,27,15.297,5119.75,0.00,0.00
question,WebQTest-450_b68e8f1a3f19f80d7dfc10bf3796b71e,91,22.431,6967.24,0.00,0.00
question,WebQTest-484_17dce559f069bbd76f045192423e1ce0,9,5.810,1958.30,0.00,0.00
question,WebQTest-484_3e119c02d9c8e58387951defcdfb93fd,35,20.565,6725.76,0.00,0.00
question,WebQTest-484_58e9566abd822ef6687a4e1a0a22926c,16,9.327,3082.12,0.00,0.00
question,WebQTest-484_91486f8ce518ad60645488b0b298ff11,37,21.619,6469.08,0.00,0.00
question,WebQTest-484_ac67410188d0f2258139a3c84773885e,29,12.611,4519.85,0.00,0.00
question,WebQTest-484_db24dc739b7b00cdab7cf3d825975aed,55,32.705,10171.14,0.00,0.00
question,WebQTest-484_e720f6c51fa9762bbf53cde50a3a8542,11,5.698,2115.80,0.00,0.00
question,WebQTest-484_e7d8b401e84db19b4965bb23aa43871d,6,3.784,1269.42,0.00,0.00
question,WebQTest-489_17f01781cffbd351cde8cd6506c5349e,9,3.682,1172.88,0.00,0.00
question,WebQTest-489_2abb7de63fb029aab88ee2f6c53f491c,17,6.407,2015.91,0.00,0.00
question,WebQTest-489_85a1a0df50c244433caecb981f999c3d,78,20.610,7170.90,0.00,0.00
question,WebQTest-48_382b3b08e12c259c4c206044a8856ff8,20,6.442,2278.38,0.00,0.00
question,WebQTest-493_3ce332b703593e71708a5604865c5758,191,18.920,5428.45,0.00,0.00
question,WebQTest-493_3f76d491e90682cc29e3de2546e1f9c5,25,15.246,5168.97,0.00,0.00
question,WebQTest-493_4449720a6e25f3093a8065ae980f0221,27,13.159,4815.04,0.00,0.00
question,WebQTest-493_91486f8ce518ad60645488b0b298ff11,18,10.505,3712.39,0.00,0.00
question,WebQTest-493_ac67410188d0f2258139a3c84773885e,46,21.798,7921.83,0.00,0.00
question,WebQTest-517_3e119c02d9c8e58387951defcdfb93fd,24,13.718,4248.16,0.00,0.00
question,WebQTest-517_c093231fe2a83541cf05e721b6fad5b5,55,35.969,10836.34,0.00,0.00
question,WebQTest-517_e7d8b401e84db19b4965bb23aa43871d,6,3.691,1233.69,0.00,0.00
question,WebQTest-519_a236cf83f662b6d443c9d7e1b28b2b37,11,8.892,1902.46,0.00,0.00
question,WebQTest-519_b9f98755ed13d00dd894c41c33370e4f,11,5.530,2029.89,0.00,0.00
question,WebQTest-519_eac5a0c81145d4a23ee95cae14351774,475,8.883,2762.28,0.00,0.00
question,WebQTest-534_0fca6c57b860f8b3ab53d092652cb048,52,16.609,5899.97,0.00,0.00
question,WebQTest-534_2492cfb926882a4bf9c580ba4f7c700a,15,7.282,2299.01,0.00,0.00
question,WebQTest-534_7184f912d2d2be62d80145479b29c642,10,8.511,1758.39,0.00,0.00
question,WebQTest-534_c5498ca807d2e1ec30d4c8fdd41f0bf7,5,1.831,660.17,0.00,0.00
question,WebQTest-537_0b9df216de1dc61e927869e6f9dfac2b,15,7.121,2214.24,0.00,0.00
question,WebQTest-537_1382c112d75f45f0613dc151a28b3f62,39,18.153,5818.10,0.00,0.00
question,WebQTest-537_138389537ea07516c4007202a1b8de61,10,4.465,1615.53,0.00,0.00
question,WebQTest-537_153e44a43ac711a8a5f9f24667ba66ec,66,24.784,7615.86,0.00,0.00
question,WebQTest-537_15accccd035c8dbba16c4bb4e79f3c95,10,4.305,1336.17,0.00,0.00
question,WebQTest-537_15c8ee3034b60e79cddc7509f2c45cec,10,4.244,1517.67,0.00,0.00
question,WebQTest-537_1b057c68c4f254574ef414fad58aa1cc,11,5.287,1924.35,0.00,0.00
question,WebQTest-537_21673ea221c99d3d37931bb684325f49,15,10.427,2478.31,0.00,0.00
question,WebQTest-537_2229bda45800254a8ecdea64c577ca0a,42,18.432,5862.08,0.00,0.00
question,WebQTest-537_2293226cc71169ba0eaa4395e25e5557,10,7.683,1433.01,0.00,0.00
question,WebQTest-537_34135bb878f9ea27d06048e947267cc0,110,32.685,10512.52,0.00,0.00
question,WebQTest-537_38a32ea03bb0de4387121b28a883a92e,34,14.210,5129.25,0.00,0.00
question,WebQTest-537_3f765ae8a25eecea63667cdb84f5500a,27,11.565,4170.22,0.00,0.00
question,WebQTest-537_4346bf5ae9bf50583f07d197cd0c724a,264,39.146,12115.43,0.00,0.00
question,WebQTest-537_4439b7c167b6ccf30c53b610934c4521,10,4.656,1503.06,0.00,0.00
question,WebQTest-537_46a304cecca0e072121d7dc42befb590,10,4.553,1432.34,0.00,0.00
question,WebQTest-537_560ee86f4cb9196c8d757880602e8433,20,6.404,2262.59,0.00,0.00
question,WebQTest-537_56a1aae80ac17f9e8aeb74074911648f,72,29.436,9271.99,0.00,0.00
question,WebQTest-537_70ae47ad2977c391268c7ad67ce1d56d,15,7.320,2549.04,0.00,0.00
question,WebQTest-537_743ff6362bb2b9e550d92e0dc9b8b063,16,6.753,2423.53,0.00,0.00
question,WebQTest-537_74f1761f9f9f53428fd2495202e0290f,10,3.950,1422.45,0.00,0.00
question,WebQTest-537_80c32b072f27820081c103131c1e58c4,10,4.936,1787.12,0.00,0.00
question,WebQTest-537_8356a0a43aae6452b8b029f7bfa371ed,10,4.634,1439.41,0.00,0.00
question,WebQTest-537_8ed4ed5b25424f7584947d0926dd6119,25,10.765,3746.03,0.00,0.00
question,WebQTest-537_8f768e11eabc7781a72a84addaf7067c,10,4.296,1566.56,0.00,0.00
question,WebQTest-537_955d6e0a1fc92093ca7adcbd82267c5b,25,4.841,1730.93,0.00,0.00
question,WebQTest-537_a267afc1df7decc72a45dfb669478531,27,11.487,4144.10,0.00,0.00
question,WebQTest-537_a52d362d7abdae05ae86743bdb72a808,637,13.714,4264.55,0.00,0.00
question,WebQTest-537_a8a56da657efbba90881cce421ae6962,16,7.888,2824.66,0.00,0.00
question,WebQTest-537_b7771109a84a9b56518460dc9e8878ff,16,7.468,2643.52,0.00,0.00
question,WebQTest-537_b9d2dfcc61e5c40fcaa1e5addf46401c,10,5.922,1916.51,0.00,0.00
question,WebQTest-537_be1e8185e8c44cf8800c4132c369e0c3,16,6.588,2394.71,0.00,0.00
question,WebQTest-537_be9bf330046979d00586176d68d50597,10,4.555,1437.73,0.00,0.00
question,WebQTest-537_c1e5bbef641be02d2731eb43e93fb915,21,10.209,3329.73,0.00,0.00
question,WebQTest-537_c8e0c5670b9fa714ebab6aaeb0205736,10,4.555,1438.09,0.00,0.00
question,WebQTest-537_d5dd05a2d98b2d655530e211f59b7d5a,15,6.551,2345.10,0.00,0.00
question,WebQTest-537_dbfc2e08b65b3213dfd1e2121734473d,15,10.136,2380.16,0.00,0.00
question,WebQTest-537_dd3f3f41b9d5d74dd5f3e1249dc22b48,21,9.478,3103.70,0.00,0.00
question,WebQTest-537_dda5fd9c58d5ae6f8d9463ae5f8376dc,10,4.450,1417.67,0.00,0.00
question,WebQTest-537_de17dd1afec3743e98d327e6b1912e99,22,11.362,3748.88,0.00,0.00
question,WebQTest-537_e35bbe9c7fc2677853b0df65b7b656f6,10,4.213,1513.42,0.00,0.00
question,WebQTest-537_e5da8cda32fb1aa37028f9f7f7b1d3a8,141,11.561,4039.77,0.00,0.00
question,WebQTest-537_ec0b950d593e3d735106aa86f989d907,15,8.523,2770.36,0.00,0.00
question,WebQTest-537_ecddf67a2169404aceef47b2109fbe06,25,11.504,3736.47,0.00,0.00
question,WebQTest-537_f1860c3f3024b6bfa5172ee9dfd3248b,11,4.880,1739.84,0.00,0.00
